"plot","symbol","logtrt","yrdeploy","yrharv","pullDate","bag","logid"
5,"1-1-B","A","2009",2014,"6/9/2014",NA,387
5,"4-I","B","2009",2010,"2-Jul-10",NA,388
5,"3-G","B","2009",2012,"6/18/2012",NA,389
5,"1-A","B","2009",2014,"6/9/2014",NA,390
5,"1-D","C","2009",2010,"30-Jun-10",NA,391
5,"1-F","C","2009",2012,"6/18/2012",NA,392
5,"3-C","C","2009",2014,"6/9/2014",NA,393
5,"4-I","D","2009",2010,"1-Jul-10",NA,394
5,"4-A","D","2009",2012,"6/15/2012",NA,395
5,"3-C","D","2009",2014,"6/9/2014",NA,396
5,"2-J","E","2009",2010,"30-Jun-10",NA,397
5,"2-H","E","2009",2012,"6/18/2012",NA,398
5,"3-K","E","2009",2014,"6/9/2014",NA,399
5,"1-X","F","2009",2010,"30-Jun-10",NA,400
5,"1-C","F","2009",2012,"6/18/2012",NA,401
5,"1-F","F","2009",2014,"6/9/2014",NA,402
5,"5-E","G","2011",2012,"6/15/2012",NA,403
5,"2-Q","G","2011",2014,"6/6/2014","b",404
5,"5-G","G","2011",2014,"6/9/2014",NA,405
5,"1-C","H","2009",2010,"1-Jul-10",NA,406
5,"4-F","H","2009",2012,"6/18/2012",NA,407
5,"2-C","H","2009",2014,"6/9/2014",NA,408
5,"1-I","I","2009",2010,"1-Jul-10",NA,409
5,"3-M","I","2009",2012,"6/18/2012",NA,410
5,"3-A","I","2009",2014,"6/9/2014",NA,411
5,"3-A","J","2011",2012,"6/18/2012",NA,412
5,"2-L","J","2011",2014,"6/6/2014","b",413
5,"1-K","J","2011",2014,"6/9/2014",NA,414
5,"3-D","K","2009",2010,"6-Jul-10",NA,415
5,"4-E","K","2009",2012,"6/18/2012",NA,416
5,"3-G","K","2009",2014,"6/9/2014",NA,417
5,"2-M","L","2011",2012,"6/15/2012",NA,418
5,"1-B","L","2011",2014,"6/6/2014","b",419
5,"1-P","L","2011",2014,"6/9/2014",NA,420
5,"1-D","M","2009",2010,"2-Jul-10",NA,421
5,"4-A","M","2009",2012,"6/18/2012",NA,422
5,"2-G","M","2009",2014,"6/9/2014",NA,423
5,"2-D","N","2011",2012,"6/18/2012",NA,424
5,"4-D","N","2011",2014,"6/6/2014","b",425
5,"4-F","N","2011",2014,"6/9/2014",NA,426
5,"5-D","O","2011",2012,"6/15/2012",NA,427
5,"1-B","O","2011",2014,"6/6/2014","b",428
5,"7-G","O","2011",2014,"6/9/2014",NA,429
5,"3-G","P","2011",2012,"6/15/2012",NA,430
5,"2-J","P","2011",2014,"6/6/2014","b",431
5,"2-M","P","2011",2014,"6/9/2014",NA,432
5,"1-F","plank_1","2009",2010,"unknown",NA,433
5,"2-F","plank_1","2009",2012,"6/18/2012",NA,434
5,"none","plank_1","2009",2014,"unknown",NA,435
5,"1-H","plank_2","2009",2010,"unknown",NA,436
5,"2-H","plank_2","2009",2012,"6/18/2012",NA,437
5,"none","plank_2","2009",2014,"unknown",NA,438
5,"1-C","plank_3","2009",2010,"unknown",NA,439
5,"2-C","plank_3","2009",2012,"6/18/2012",NA,440
5,"none","plank_3","2009",2014,"unknown",NA,441
5,"2-C","plank_4","2009",2010,"unknown",NA,442
5,"4-B","plank_4","2009",2012,"6/18/2012",NA,443
5,"none","plank_4","2009",2014,"unknown",NA,444
5,"2-G","plank_5","2009",2010,"unknown",NA,445
5,"1-J","plank_5","2009",2012,"6/18/2012",NA,446
5,"none","plank_5","2009",2014,"unknown",NA,447
5,"3-C","plank_6","2009",2010,"unknown",NA,448
5,"1-A","plank_6","2009",2012,"6/18/2012",NA,449
5,"none","plank_6","2009",2014,"unknown",NA,450
5,"2-H","plank_7","2009",2010,"unknown",NA,451
5,"3-E","plank_7","2009",2012,"6/18/2012",NA,452
5,"none","plank_7","2009",2014,"unknown",NA,453
5,"1-A","plank_8","2009",2010,"unknown",NA,454
5,"3-G","plank_8","2009",2012,"6/18/2012",NA,455
5,"none","plank_8","2009",2014,"unknown",NA,456
5,"1-F","Q","2009",2010,"30-Jun-10",NA,457
5,"2-1-A","Q","2009",2012,"6/18/2012",NA,458
5,"2-2-F","Q","2009",2014,"6/9/2014",NA,459
5,"1-2-A","R","2009",2010,"6-Jul-10",NA,460
5,"2-2-C","R","2009",2012,"6/15/2012",NA,461
5,"3-1-F","R","2009",2014,"6/9/2014",NA,462
5,"1-X","S","2009",2010,"30-Jun-10",NA,463
5,"1-A","S","2009",2012,"6/18/2012",NA,464
5,"1-G","S","2009",2014,"6/9/2014",NA,465
5,"6-I","T","2011",2012,"6/15/2012",NA,466
5,"2-J","T","2011",2014,"6/6/2014","b",467
5,"2-E","T","2011",2014,"6/9/2014",NA,468
5,"3-E","U","2009",2010,"2-Jul-10",NA,469
5,"4-G","U","2009",2012,"6/18/2012",NA,470
5,"1-D","U","2009",2014,"6/9/2014",NA,471
5,"2-A","V","2011",2012,"6/15/2012",NA,472
5,"2-F","V","2011",2014,"6/6/2014","b",473
5,"2-G","V","2011",2014,"6/9/2014",NA,474
5,"2-B","W","2009",2010,"2-Jul-10",NA,475
5,"2-K","W","2009",2012,"6/18/2012",NA,476
5,"1-B","W","2009",2014,"6/9/2014",NA,477
5,"2-2-A","X","2009",2010,"2-Jul-10",NA,478
5,"3-B","X","2009",2012,"6/18/2012",NA,479
5,"1-A","X","2009",2014,"6/9/2014",NA,480
6,"1-1-M","A","2009",2010,"29-Jun-10",NA,481
6,"4-F","A","2009",2012,"6/14/2012",NA,482
6,"1-1-D","A","2009",2014,"6/16/2014",NA,483
6,"4-J","B","2009",2010,"25-Jun-10",NA,484
6,"1-I","B","2009",2012,"6/14/2012",NA,485
6,"4-D","B","2009",2014,"6/16/2014",NA,486
6,"2-C","C","2009",2010,"30-Jun-10",NA,487
6,"1-H","C","2009",2012,"6/14/2012",NA,488
6,"1-M","C","2009",2014,"6/16/2014",NA,489
6,"4-F","D","2009",2010,"28-Jun-10",NA,490
6,"2-C","D","2009",2012,"6/15/2012",NA,491
6,"3-A","D","2009",2014,"6/16/2014",NA,492
6,"2-D","E","2009",2010,"30-Jun-10",NA,493
6,"1-E","E","2009",2012,"6/14/2012",NA,494
6,"2-A","E","2009",2014,"6/16/2014",NA,495
6,"1-K","F","2009",2010,"28-Jun-10",NA,496
6,"1-L","F","2009",2012,"6/14/2012",NA,497
6,"1-I","F","2009",2014,"6/16/2014",NA,498
6,"5-J","G","2011",2012,"6/14/2012",NA,499
6,"2-C","G","2011",2014,"6/13/2014","b",500
6,"5-H","G","2011",2014,"6/16/2014",NA,501
6,"1-G","H","2009",2010,"25-Jun-10",NA,502
6,"1-A","H","2009",2012,"6/15/2012",NA,503
6,"4-I","H","2009",2014,"6/16/2014",NA,504
6,"1-D","I","2009",2010,"29-Jun-10",NA,505
6,"3-H","I","2009",2012,"6/15/2012",NA,506
6,"1-L","I","2009",2014,"6/16/2014",NA,507
6,"3-F","J","2011",2012,"6/15/2012",NA,508
6,"1-J","J","2011",2014,"6/13/2014","b",509
6,"2-F","J","2011",2014,"6/16/2014",NA,510
6,"3-E","K","2009",2010,"30-Jun-10",NA,511
6,"2-L","K","2009",2012,"6/14/2012",NA,512
6,"2-N","K","2009",2014,"6/16/2014",NA,513
6,"2-F","L","2011",2012,"6/14/2012",NA,514
6,"3-Y","L","2011",2014,"6/13/2014","b",515
6,"3-Z","L","2011",2014,"6/16/2014",NA,516
6,"2-B","M","2009",2010,"30-Jun-10",NA,517
6,"1-H","M","2009",2012,"6/14/2012",NA,518
6,"4-E","M","2009",2014,"6/16/2014",NA,519
6,"6-B","N","2011",2012,"6/15/2012",NA,520
6,"5-H","N","2011",2014,"6/13/2014","b",521
6,"5-C","N","2011",2014,"6/16/2014",NA,522
6,"4-E","O","2011",2012,"6/14/2012",NA,523
6,"9-C","O","2011",2014,"6/13/2014","b",524
6,"1-A","O","2011",2014,"6/16/2014",NA,525
6,"2-D","P","2011",2012,"6/14/2012",NA,526
6,"2-B","P","2011",2014,"6/13/2014","b",527
6,"1-H","P","2011",2014,"6/16/2014",NA,528
6,"1-H","plank_1","2009",2010,"unknown",NA,529
6,"1-J","plank_1","2009",2012,"6/14/2012",NA,530
6,"none","plank_1","2009",2014,"unknown",NA,531
6,"1-B","plank_2","2009",2010,"unknown",NA,532
6,"1-G","plank_2","2009",2012,"6/14/2012",NA,533
6,"none","plank_2","2009",2014,"unknown",NA,534
6,"2-A","plank_3","2009",2010,"unknown",NA,535
6,"1-J","plank_3","2009",2012,"6/14/2012",NA,536
6,"none","plank_3","2009",2014,"unknown",NA,537
6,"3-F","plank_4","2009",2010,"unknown",NA,538
6,"1-A","plank_4","2009",2012,"6/14/2012",NA,539
6,"none","plank_4","2009",2014,"unknown",NA,540
6,"2-E","plank_5","2009",2010,"unknown",NA,541
6,"3-G","plank_5","2009",2012,"6/14/2012",NA,542
6,"none","plank_5","2009",2014,"unknown",NA,543
6,"1-D","plank_6","2009",2010,"unknown",NA,544
6,"3-D","plank_6","2009",2012,"6/14/2012",NA,545
6,"none","plank_6","2009",2014,"unknown",NA,546
6,"2-D","plank_7","2009",2010,"unknown",NA,547
6,"1-A","plank_7","2009",2012,"6/14/2012",NA,548
6,"none","plank_7","2009",2014,"unknown",NA,549
6,"1-H","plank_8","2009",2010,"unknown",NA,550
6,"1-F","plank_8","2009",2012,"6/14/2012",NA,551
6,"none","plank_8","2009",2014,"unknown",NA,552
6,"2-1-F","Q","2009",2010,"30-Jun-10",NA,553
6,"2-2-H","Q","2009",2012,"6/14/2012",NA,554
6,"3-2-E","Q","2009",2014,"6/16/2014",NA,555
6,"2-2-H","R","2009",2010,"25-Jun-10",NA,556
6,"2-2-B","R","2009",2012,"6/14/2012",NA,557
6,"2-1-C","R","2009",2014,"6/16/2014",NA,558
6,"3-C","S","2009",2010,"28-Jun-10",NA,559
6,"1-J","S","2009",2012,"6/15/2012",NA,560
6,"3-H","S","2009",2014,"6/16/2014",NA,561
6,"1-C","T","2011",2012,"6/14/2012",NA,562
6,"2-H","T","2011",2014,"6/13/2014","b",563
6,"2-K","T","2011",2014,"6/16/2014",NA,564
6,"4-A","U","2009",2010,"29-Jun-10",NA,565
6,"5-D","U","2009",2012,"6/14/2012",NA,566
6,"1-A","U","2009",2014,"6/16/2014",NA,567
6,"1-F","V","2011",2012,"6/15/2012",NA,568
6,"3-X","V","2011",2014,"6/13/2014","b",569
6,"1-L","V","2011",2014,"6/16/2014",NA,570
6,"1-F","W","2009",2010,"29-Jun-10",NA,571
6,"2-I","W","2009",2012,"6/14/2012",NA,572
6,"3-A","W","2009",2014,"6/16/2014",NA,573
6,"1-G","X","2009",2010,"29-Jun-10",NA,574
6,"1-E","X","2009",2012,"6/15/2012",NA,575
6,"2-2-D","X","2009",2014,"6/16/2014",NA,576
7,"1-1-S","A","2009",2010,"23-Jun-10",NA,577
7,"3-F","A","2009",2012,"6/12/2012",NA,578
7,"3-C","A","2009",2014,"6/17/2014",NA,579
7,"3-J","B","2009",2010,"24-Jun-10",NA,580
7,"4-E","B","2009",2012,"6/12/2012",NA,581
7,"1-J","B","2009",2014,"6/17/2014",NA,582
7,"3-A","C","2009",2010,"23-Jun-10",NA,583
7,"2-F","C","2009",2012,"6/12/2012",NA,584
7,"1-N","C","2009",2014,"6/17/2014",NA,585
7,"2-A","D","2009",2010,"22-Jun-10",NA,586
7,"4-B","D","2009",2012,"6/12/2012",NA,587
7,"3-G","D","2009",2014,"6/17/2014",NA,588
7,"3-C","E","2009",2010,"23-Jun-10",NA,589
7,"3-H","E","2009",2012,"6/12/2012",NA,590
7,"2-F","E","2009",2014,"6/17/2014",NA,591
7,"2-A","F","2009",2010,"24-Jun-10",NA,592
7,"1-B","F","2009",2012,"6/13/2012",NA,593
7,"1-XY","F","2009",2014,"6/17/2014",NA,594
7,"2-J","G","2011",2012,"6/12/2012",NA,595
7,"3-M","G","2011",2014,"6/17/2014","b",596
7,"2-G","G","2011",2014,"6/17/2014",NA,597
7,"2-E","H","2009",2010,"22-Jun-10",NA,598
7,"2-F","H","2009",2012,"6/13/2012",NA,599
7,"3-J","H","2009",2014,"6/17/2014",NA,600
7,"1-G","I","2009",2010,"24-Jun-10",NA,601
7,"3-I","I","2009",2012,"6/12/2012",NA,602
7,"3-F","I","2009",2014,"6/17/2014",NA,603
7,"2-G","J","2011",2012,"6/13/2012",NA,604
7,"2-E","J","2011",2014,"6/17/2014","b",605
7,"3-B","J","2011",2014,"6/17/2014",NA,606
7,"3-B","K","2009",2010,"22-Jun-10",NA,607
7,"2-C","K","2009",2012,"6/12/2012",NA,608
7,"2-M","K","2009",2014,"6/17/2014",NA,609
7,"1-D","L","2011",2012,"6/13/2012",NA,610
7,"2-E","L","2011",2014,"6/17/2014","b",611
7,"1-E","L","2011",2014,"6/17/2014",NA,612
7,"4-F","M","2009",2010,"23-Jun-10",NA,613
7,"4-C","M","2009",2012,"6/13/2012",NA,614
7,"2-A","M","2009",2014,"6/17/2014",NA,615
7,"6-G","N","2011",2012,"6/13/2012",NA,616
7,"5-J","N","2011",2014,"6/17/2014","b",617
7,"7-B","N","2011",2014,"6/17/2014",NA,618
7,"7-E","O","2011",2012,"6/13/2012",NA,619
7,"9-A","O","2011",2014,"6/17/2014","b",620
7,"7-C","O","2011",2014,"6/17/2014",NA,621
7,"3-B","P","2011",2012,"6/13/2012",NA,622
7,"2-K","P","2011",2014,"6/17/2014","b",623
7,"1-B","P","2011",2014,"6/17/2014",NA,624
7,"4-B","plank_1","2009",2010,"unknown",NA,625
7,"4-E","plank_1","2009",2012,"6/12/2012",NA,626
7,"none","plank_1","2009",2014,"unknown",NA,627
7,"3-H","plank_2","2009",2010,"unknown",NA,628
7,"1-J","plank_2","2009",2012,"6/12/2012",NA,629
7,"none","plank_2","2009",2014,"unknown",NA,630
7,"2-G","plank_3","2009",2010,"unknown",NA,631
7,"2-F","plank_3","2009",2012,"6/12/2012",NA,632
7,"none","plank_3","2009",2014,"unknown",NA,633
7,"2-D","plank_4","2009",2010,"unknown",NA,634
7,"3-B","plank_4","2009",2012,"6/12/2012",NA,635
7,"none","plank_4","2009",2014,"unknown",NA,636
7,"4-B","plank_5","2009",2010,"unknown",NA,637
7,"3-I","plank_5","2009",2012,"6/12/2012",NA,638
7,"none","plank_5","2009",2014,"unknown",NA,639
7,"3-A","plank_6","2009",2010,"unknown",NA,640
7,"4-F","plank_6","2009",2012,"6/12/2012",NA,641
7,"none","plank_6","2009",2014,"unknown",NA,642
7,"3-H","plank_7","2009",2010,"unknown",NA,643
7,"1-F","plank_7","2009",2012,"6/12/2012",NA,644
7,"none","plank_7","2009",2014,"unknown",NA,645
7,"4-G","plank_8","2009",2010,"unknown",NA,646
7,"1-D","plank_8","2009",2012,"6/12/2012",NA,647
7,"none","plank_8","2009",2014,"unknown",NA,648
7,"2-2-E","Q","2009",2010,"24-Jun-10",NA,649
7,"2-2-A","Q","2009",2012,"6/13/2012",NA,650
7,"2-1-H","Q","2009",2014,"6/17/2014",NA,651
7,"3-1-A","R","2009",2010,"24-Jun-10",NA,652
7,"2-1-A","R","2009",2012,"6/13/2012",NA,653
7,"3-1-E","R","2009",2014,"6/17/2014",NA,654
7,"1-F","S","2009",2010,"22-Jun-10",NA,655
7,"2-F","S","2009",2012,"6/13/2012",NA,656
7,"1-Q","S","2009",2014,"6/17/2014",NA,657
7,"1-B","T","2011",2012,"6/13/2012",NA,658
7,"6-A","T","2011",2014,"6/17/2014","b",659
7,"2-M","T","2011",2014,"6/17/2014",NA,660
7,"3-C","U","2009",2010,"22-Jun-10",NA,661
7,"3-B","U","2009",2012,"6/13/2012",NA,662
7,"4-D","U","2009",2014,"6/17/2014",NA,663
7,"3-V","V","2011",2012,"6/13/2012",NA,664
7,"2-B","V","2011",2014,"6/17/2014","b",665
7,"2-C","V","2011",2014,"6/17/2014",NA,666
7,"2-F","W","2009",2010,"23-Jun-10",NA,667
7,"3-M","W","2009",2012,"6/13/2012",NA,668
7,"1-C","W","2009",2014,"6/17/2014",NA,669
7,"1-B","X","2009",2010,"24-Jun-10",NA,670
7,"2-2-M","X","2009",2012,"6/13/2012",NA,671
7,"2-2-C","X","2009",2014,"6/17/2014",NA,672
8,"1-1-F","A","2009",2010,"unknown",NA,673
8,"4-C","A","2009",2012,"6/11/2012",NA,674
8,"3-E","A","2009",2014,"6/10/2014",NA,675
8,"4-L","B","2009",2010,"22-Jun-10",NA,676
8,"3-C","B","2009",2012,"6/11/2012",NA,677
8,"1-G","B","2009",2014,"6/10/2014",NA,678
8,"2-D","C","2009",2010,"unknown",NA,679
8,"1-K","C","2009",2012,"6/11/2012",NA,680
8,"3-J","C","2009",2014,"6/10/2014",NA,681
8,"3-E","D","2009",2010,"unknown",NA,682
8,"1-H","D","2009",2012,"6/12/2012",NA,683
8,"2-B","D","2009",2014,"6/10/2014",NA,684
8,"1-K","E","2009",2010,"unknown",NA,685
8,"3-J","E","2009",2012,"6/12/2012",NA,686
8,"2-E","E","2009",2014,"6/10/2014",NA,687
8,"2-C","F","2009",2010,"unknown",NA,688
8,"2-Y","F","2009",2012,"6/11/2012",NA,689
8,"3-K","F","2009",2014,"6/10/2014",NA,690
8,"2-P","G","2011",2012,"6/12/2012",NA,691
8,"2-H","G","2011",2014,"6/11/2014","b",692
8,"2-R","G","2011",2014,"6/10/2014",NA,693
8,"1-F","H","2009",2010,"unknown",NA,694
8,"4-H","H","2009",2012,"6/12/2012",NA,695
8,"3-A","H","2009",2014,"6/10/2014",NA,696
8,"3-E","I","2009",2010,"unknown",NA,697
8,"1-B","I","2009",2012,"6/11/2012",NA,698
8,"3-C","I","2009",2014,"6/10/2014",NA,699
8,"1-S","J","2011",2012,"6/11/2012",NA,700
8,"2-E","J","2011",2014,"6/11/2014","b",701
8,"2-B","J","2011",2014,"6/10/2014",NA,702
8,"4-D","K","2009",2010,"unknown",NA,703
8,"3-A","K","2009",2012,"6/11/2012",NA,704
8,"4-I","K","2009",2014,"6/10/2014",NA,705
8,"1-M","L","2011",2012,"6/11/2012",NA,706
8,"2-A","L","2011",2014,"6/11/2014","b",707
8,"2-K","L","2011",2014,"6/10/2014",NA,708
8,"4-D","M","2009",2010,"22-Jun-10",NA,709
8,"1-Y","M","2009",2012,"6/11/2012",NA,710
8,"4-H","M","2009",2014,"6/10/2014",NA,711
8,"2-B","N","2011",2012,"6/11/2012",NA,712
8,"2-C","N","2011",2014,"6/11/2014","b",713
8,"6-E","N","2011",2014,"6/10/2014",NA,714
8,"10-B","O","2011",2012,"6/11/2012",NA,715
8,"7-D","O","2011",2014,"6/11/2014","b",716
8,"5-A","O","2011",2014,"6/10/2014",NA,717
8,"1-A","P","2011",2012,"6/11/2012",NA,718
8,"2-G","P","2011",2014,"6/11/2014","b",719
8,"2-A","P","2011",2014,"6/10/2014",NA,720
8,"1-E","plank_1","2009",2010,"unknown",NA,721
8,"3-E","plank_1","2009",2012,"6/11/2012",NA,722
8,"none","plank_1","2009",2014,"unknown",NA,723
8,"4-A","plank_2","2009",2010,"unknown",NA,724
8,"3-B","plank_2","2009",2012,"6/11/2012",NA,725
8,"none","plank_2","2009",2014,"unknown",NA,726
8,"3-G","plank_3","2009",2010,"unknown",NA,727
8,"3-B","plank_3","2009",2012,"6/11/2012",NA,728
8,"none","plank_3","2009",2014,"unknown",NA,729
8,"4-A","plank_4","2009",2010,"unknown",NA,730
8,"1-H","plank_4","2009",2012,"6/11/2012",NA,731
8,"none","plank_4","2009",2014,"unknown",NA,732
8,"2-F","plank_5","2009",2010,"unknown",NA,733
8,"4-D","plank_5","2009",2012,"6/11/2012",NA,734
8,"none","plank_5","2009",2014,"unknown",NA,735
8,"1-G","plank_6","2009",2010,"unknown",NA,736
8,"2-A","plank_6","2009",2012,"6/11/2012",NA,737
8,"none","plank_6","2009",2014,"unknown",NA,738
8,"3-I","plank_7","2009",2010,"unknown",NA,739
8,"1-E","plank_7","2009",2012,"6/11/2012",NA,740
8,"none","plank_7","2009",2014,"unknown",NA,741
8,"4-E","plank_8","2009",2010,"unknown",NA,742
8,"2-C","plank_8","2009",2012,"6/11/2012",NA,743
8,"none","plank_8","2009",2014,"unknown",NA,744
8,"2-1-G","Q","2009",2010,"21-Jun-10",NA,745
8,"2-2-G","Q","2009",2012,"6/12/2012",NA,746
8,"1-I","Q","2009",2014,"6/10/2014",NA,747
8,"1-2-C","R","2009",2010,"21-Jun-10",NA,748
8,"3-2-C","R","2009",2012,"6/11/2012",NA,749
8,"3-1-C","R","2009",2014,"6/10/2014",NA,750
8,"1-E","S","2009",2010,"21-Jun-10",NA,751
8,"1-M","S","2009",2012,"6/11/2012",NA,752
8,"1-K","S","2009",2014,"6/10/2014",NA,753
8,"1-E","T","2011",2012,"6/11/2012",NA,754
8,"6-E","T","2011",2014,"6/11/2014","b",755
8,"1-F","T","2011",2014,"6/10/2014",NA,756
8,"5-A","U","2009",2010,"unknown",NA,757
8,"4-F","U","2009",2012,"6/12/2012",NA,758
8,"2-D","U","2009",2014,"6/10/2014",NA,759
8,"5-G","V","2011",2012,"6/11/2012",NA,760
8,"2-I","V","2011",2014,"6/11/2014","b",761
8,"1-G","V","2011",2014,"6/10/2014",NA,762
8,"3-P","W","2009",2010,"21-Jun-10",NA,763
8,"2-J","W","2009",2012,"6/12/2012",NA,764
8,"1-D","W","2009",2014,"6/10/2014",NA,765
8,"1-N","X","2009",2010,"21-Jun-10",NA,766
8,"3-D","X","2009",2012,"6/12/2012",NA,767
8,"2-2-I","X","2009",2014,"6/10/2014",NA,768
